timestamp,src,dst,proto,sport,dport,flags,length
1749828840.479901,10.6.13.133,23.192.223.206,Raw,52431.0,80.0,PA,165
1749828840.494325,52.156.123.84,10.6.13.133,Raw,443.0,52430.0,PA,92
1749828840.494326,52.156.123.84,10.6.13.133,Padding,443.0,52430.0,A,60
1749828840.494327,52.156.123.84,10.6.13.133,Raw,443.0,52430.0,PA,631
1749828840.494464,10.6.13.133,52.156.123.84,Padding,52430.0,443.0,A,60
1749828840.494712,10.6.13.133,52.156.123.84,Padding,52430.0,443.0,FA,60
1749828840.511739,23.192.223.206,10.6.13.133,Padding,80.0,52431.0,A,60
1749828840.511740,23.192.223.206,10.6.13.133,Raw,80.0,52431.0,PA,241
1749828840.511741,23.192.223.206,10.6.13.133,Padding,80.0,52431.0,FA,60
1749828840.511742,10.6.13.133,23.192.223.206,Padding,52431.0,80.0,A,60
1749828840.511743,10.6.13.133,23.192.223.206,Padding,52431.0,80.0,FA,60
1749828840.541541,23.192.223.206,10.6.13.133,Padding,80.0,52431.0,A,60
1749828840.575741,52.156.123.84,10.6.13.133,Padding,443.0,52430.0,FA,60
1749828840.575743,10.6.13.133,52.156.123.84,Padding,52430.0,443.0,A,60
1749828840.793839,,,Padding,,,,60
1749828841.066877,10.6.13.133,239.255.255.250,Raw,53495.0,1900.0,,179
1749828841.114334,10.6.13.133,10.6.13.255,NBNS registration request,137.0,137.0,,110
1749828841.155378,10.6.13.133,10.6.13.3,DNS,65196.0,53.0,,82
1749828841.200777,10.6.13.3,10.6.13.133,DNS,53.0,65196.0,,141
1749828841.201398,10.6.13.133,104.208.203.90,TCP,52432.0,443.0,S,66
1749828841.275740,104.208.203.90,10.6.13.133,TCP,443.0,52432.0,SA,66
1749828841.275742,10.6.13.133,104.208.203.90,Padding,52432.0,443.0,A,60
1749828841.277021,10.6.13.133,104.208.203.90,Raw,52432.0,443.0,PA,232
1749828841.346590,104.208.203.90,10.6.13.133,Raw,443.0,52432.0,A,1430
1749828841.346593,104.208.203.90,10.6.13.133,Raw,443.0,52432.0,PA,138
1749828841.346786,104.208.203.90,10.6.13.133,Raw,443.0,52432.0,A,1430
1749828841.346788,104.208.203.90,10.6.13.133,Raw,443.0,52432.0,PA,138
1749828841.346790,10.6.13.133,104.208.203.90,Padding,52432.0,443.0,A,60
1749828841.346791,10.6.13.133,104.208.203.90,Padding,52432.0,443.0,A,60
1749828841.347064,104.208.203.90,10.6.13.133,Raw,443.0,52432.0,PA,1217
1749828841.349748,10.6.13.133,104.208.203.90,Raw,52432.0,443.0,PA,212
1749828841.421787,104.208.203.90,10.6.13.133,Raw,443.0,52432.0,PA,105
1749828841.424735,10.6.13.133,104.208.203.90,Raw,52432.0,443.0,PA,414
1749828841.424737,10.6.13.133,104.208.203.90,Raw,52432.0,443.0,A,1450
1749828841.424739,10.6.13.133,104.208.203.90,Raw,52432.0,443.0,PA,71
1749828841.424740,10.6.13.133,104.208.203.90,Raw,52432.0,443.0,PA,301
1749828841.506789,104.208.203.90,10.6.13.133,Raw,443.0,52432.0,PA,334
1749828841.506791,104.208.203.90,10.6.13.133,Padding,443.0,52432.0,A,60
1749828841.506792,10.6.13.133,104.208.203.90,Padding,52432.0,443.0,A,60
1749828841.507072,104.208.203.90,10.6.13.133,Padding,443.0,52432.0,A,60
1749828841.507074,104.208.203.90,10.6.13.133,Raw,443.0,52432.0,PA,155
1749828841.507075,104.208.203.90,10.6.13.133,Raw,443.0,52432.0,PA,232
1749828841.507076,10.6.13.133,104.208.203.90,Padding,52432.0,443.0,A,60
1749828841.513898,10.6.13.133,104.208.203.90,Raw,52432.0,443.0,PA,273
1749828841.581762,104.208.203.90,10.6.13.133,Raw,443.0,52432.0,PA,155
1749828841.626875,10.6.13.133,104.208.203.90,Padding,52432.0,443.0,A,60
1749828841.900400,10.6.13.133,10.6.13.255,SMB COM Transaction Request,138.0,138.0,,228
1749828841.906286,10.6.13.133,10.6.13.255,SMB COM Transaction Request,138.0,138.0,,243
1749828842.052301,10.6.13.133,239.255.255.250,Raw,53495.0,1900.0,,179
1749828842.066694,10.6.13.133,239.255.255.250,Raw,53495.0,1900.0,,179
1749828842.092065,10.6.13.133,239.255.255.250,Raw,53495.0,1900.0,,179
1749828843.400363,10.6.13.133,10.6.13.255,SMB COM Transaction Request,138.0,138.0,,228
1749828844.401877,,,Padding,,,,60
1749828844.401879,,,Padding,,,,60
1749828844.417011,,,Padding,,,,60
1749828844.417013,,,Padding,,,,60
1749828844.433191,10.6.13.133,10.6.13.3,DNS,61884.0,53.0,,76
1749828844.474739,10.6.13.3,10.6.13.133,DNS,53.0,61884.0,,92
1749828844.614702,,,Padding,,,,60
1749828844.614704,,,Padding,,,,60
1749828844.652031,,,Padding,,,,60
1749828844.652032,,,Padding,,,,60
1749828844.913896,10.6.13.133,10.6.13.255,SMB COM Transaction Request,138.0,138.0,,228
1749828845.056815,10.6.13.133,239.255.255.250,Raw,53495.0,1900.0,,179
1749828846.414718,10.6.13.133,10.6.13.255,SMB COM Transaction Request,138.0,138.0,,228
1749828847.930155,10.6.13.133,10.6.13.255,SMB COM Transaction Request,138.0,138.0,,240
1749828848.057401,10.6.13.133,239.255.255.250,Raw,53495.0,1900.0,,179
1749828848.934403,10.6.13.133,10.6.13.255,SMB COM Transaction Request,138.0,138.0,,240
1749828848.935667,10.6.13.133,10.6.13.3,NTPv4 extensions,123.0,123.0,,162
1749828848.937328,10.6.13.3,10.6.13.133,NTPv4 extensions,123.0,123.0,,162
1749828849.909388,10.6.13.133,10.6.13.3,TCP,52433.0,88.0,S,66
1749828849.909391,10.6.13.3,10.6.13.133,TCP,88.0,52433.0,SA,66
1749828849.909391,10.6.13.133,10.6.13.3,Padding,52433.0,88.0,A,60
1749828849.909554,10.6.13.133,10.6.13.3,Kerberos,52433.0,88.0,PA,278
1749828849.910635,10.6.13.3,10.6.13.133,Kerberos,88.0,52433.0,PA,249
1749828849.910637,10.6.13.133,10.6.13.3,Padding,52433.0,88.0,FA,60
1749828849.910711,10.6.13.3,10.6.13.133,Padding,88.0,52433.0,A,60
1749828849.910777,10.6.13.3,10.6.13.133,Padding,88.0,52433.0,RA,60
1749828849.919034,10.6.13.133,10.6.13.3,TCP,52434.0,88.0,S,66
1749828849.919036,10.6.13.3,10.6.13.133,TCP,88.0,52434.0,SA,66
1749828849.919037,10.6.13.133,10.6.13.3,Padding,52434.0,88.0,A,60
1749828849.919195,10.6.13.133,10.6.13.3,Kerberos,52434.0,88.0,PA,358
1749828849.921146,10.6.13.3,10.6.13.133,Raw,88.0,52434.0,A,1514
1749828849.921148,10.6.13.3,10.6.13.133,Raw,88.0,52434.0,PA,302
1749828849.921150,10.6.13.133,10.6.13.3,Padding,52434.0,88.0,A,60
1749828849.921151,10.6.13.133,10.6.13.3,Padding,52434.0,88.0,FA,60
1749828849.921152,10.6.13.3,10.6.13.133,Padding,88.0,52434.0,A,60
1749828849.921331,10.6.13.3,10.6.13.133,Padding,88.0,52434.0,RA,60
1749828849.921644,10.6.13.133,10.6.13.3,TCP,52435.0,88.0,S,66
1749828849.921645,10.6.13.3,10.6.13.133,TCP,88.0,52435.0,SA,66
1749828849.921646,10.6.13.133,10.6.13.3,DNS,65196.0,53.0,,118
1749828849.921648,10.6.13.133,10.6.13.3,Padding,52435.0,88.0,A,60
1749828849.922091,10.6.13.133,10.6.13.3,Raw,52435.0,88.0,A,1514
1749828849.922093,10.6.13.133,10.6.13.3,Raw,52435.0,88.0,PA,224
1749828849.922094,10.6.13.3,10.6.13.133,DNS,53.0,65196.0,,186
1749828849.922096,10.6.13.3,10.6.13.133,Padding,88.0,52435.0,A,60
1749828849.923154,10.6.13.133,10.6.13.3,CLDAP,61885.0,389.0,,236
1749828849.923378,10.6.13.3,10.6.13.133,CLDAP,389.0,61885.0,,218
1749828849.924923,10.6.13.3,10.6.13.133,Raw,88.0,52435.0,A,1514
1749828849.924926,10.6.13.3,10.6.13.133,Raw,88.0,52435.0,PA,239
1749828849.924927,10.6.13.133,10.6.13.3,Padding,52435.0,88.0,A,60
1749828849.925073,10.6.13.133,10.6.13.3,Padding,52435.0,88.0,FA,60
1749828849.925106,10.6.13.3,10.6.13.133,Padding,88.0,52435.0,A,60
1749828849.925107,10.6.13.3,10.6.13.133,Padding,88.0,52435.0,RA,60
1749828849.945225,10.6.13.133,10.6.13.255,SMB COM Transaction Request,138.0,138.0,,240
1749828850.120593,10.6.13.133,10.6.13.3,TCP,52436.0,445.0,S,66
1749828850.120595,10.6.13.3,10.6.13.133,TCP,445.0,52436.0,SA,66
1749828850.120596,10.6.13.133,10.6.13.3,Padding,52436.0,445.0,A,60
1749828850.121928,10.6.13.133,10.6.13.3,TCP,52437.0,135.0,S,66
1749828850.121930,10.6.13.3,10.6.13.133,TCP,135.0,52437.0,SA,66
1749828850.122052,10.6.13.133,10.6.13.3,Padding,52437.0,135.0,A,60
1749828850.122053,10.6.13.133,10.6.13.3,DCE/RPC v5 - Bind,52437.0,135.0,PA,214
1749828850.122431,10.6.13.3,10.6.13.133,DCE/RPC v5 - Bind Ack,135.0,52437.0,PA,162
1749828850.122627,10.6.13.133,10.6.13.3,Raw,52437.0,135.0,PA,222
1749828850.122629,10.6.13.133,10.6.13.3,SMB Negotiate Request,52436.0,445.0,PA,213
1749828850.123288,10.6.13.3,10.6.13.133,Raw,135.0,52437.0,PA,322
1749828850.123291,10.6.13.3,10.6.13.133,SMB2 Negotiate Protocol Response,445.0,52436.0,PA,306
1749828850.123540,10.6.13.133,10.6.13.3,SMB2 Negotiate Protocol Request,52436.0,445.0,PA,382
1749828850.123732,10.6.13.133,10.6.13.3,TCP,52438.0,49669.0,S,66
1749828850.123734,10.6.13.3,10.6.13.133,TCP,49669.0,52438.0,SA,66
1749828850.123928,10.6.13.133,10.6.13.3,Padding,52438.0,49669.0,A,60
1749828850.124587,10.6.13.3,10.6.13.133,SMB2 Negotiate Protocol Response,445.0,52436.0,PA,430
1749828850.126027,10.6.13.133,10.6.13.3,TCP,52439.0,88.0,S,66
1749828850.126029,10.6.13.3,10.6.13.133,TCP,88.0,52439.0,SA,66
1749828850.126154,10.6.13.133,10.6.13.3,Padding,52439.0,88.0,A,60
1749828850.126488,10.6.13.133,10.6.13.3,Raw,52439.0,88.0,A,1514
1749828850.126489,10.6.13.133,10.6.13.3,Raw,52439.0,88.0,PA,379
1749828850.126490,10.6.13.3,10.6.13.133,Padding,88.0,52439.0,A,60
1749828850.127429,10.6.13.133,10.6.13.3,TCP,52440.0,88.0,S,66
1749828850.127431,10.6.13.3,10.6.13.133,TCP,88.0,52440.0,SA,66
1749828850.127432,10.6.13.133,10.6.13.3,Padding,52440.0,88.0,A,60
1749828850.127694,10.6.13.133,10.6.13.3,Raw,52440.0,88.0,A,1514
1749828850.127696,10.6.13.133,10.6.13.3,Raw,52440.0,88.0,PA,397
1749828850.127697,10.6.13.3,10.6.13.133,Padding,88.0,52440.0,A,60
1749828850.130106,10.6.13.3,10.6.13.133,Raw,88.0,52439.0,A,1514
1749828850.130108,10.6.13.3,10.6.13.133,Raw,88.0,52439.0,PA,345
1749828850.130110,10.6.13.133,10.6.13.3,Padding,52439.0,88.0,A,60
1749828850.130111,10.6.13.133,10.6.13.3,Padding,52439.0,88.0,FA,60
1749828850.130112,10.6.13.3,10.6.13.133,Padding,88.0,52439.0,A,60
1749828850.130186,10.6.13.3,10.6.13.133,Padding,88.0,52439.0,RA,60
1749828850.130330,10.6.13.133,10.6.13.3,TCP,52441.0,88.0,S,66
1749828850.130331,10.6.13.3,10.6.13.133,TCP,88.0,52441.0,SA,66
1749828850.130586,10.6.13.133,10.6.13.3,Padding,52441.0,88.0,A,60
1749828850.130742,10.6.13.3,10.6.13.133,Raw,88.0,52440.0,A,1514
1749828850.130788,10.6.13.133,10.6.13.3,Raw,52441.0,88.0,A,1514
1749828850.130953,10.6.13.133,10.6.13.3,Raw,52441.0,88.0,PA,166
1749828850.130954,10.6.13.3,10.6.13.133,Raw,88.0,52440.0,PA,365
1749828850.130955,10.6.13.133,10.6.13.3,Padding,52440.0,88.0,A,60
1749828850.130957,10.6.13.133,10.6.13.3,Padding,52440.0,88.0,FA,60
1749828850.130957,10.6.13.3,10.6.13.133,Padding,88.0,52441.0,A,60
1749828850.130958,10.6.13.3,10.6.13.133,Padding,88.0,52440.0,A,60
1749828850.130959,10.6.13.3,10.6.13.133,Padding,88.0,52440.0,RA,60
1749828850.131524,10.6.13.133,10.6.13.3,Raw,52438.0,49669.0,A,1514
1749828850.131526,10.6.13.133,10.6.13.3,Raw,52438.0,49669.0,PA,747
1749828850.131528,10.6.13.3,10.6.13.133,Padding,49669.0,52438.0,A,60
1749828850.132306,10.6.13.3,10.6.13.133,Raw,88.0,52441.0,A,1514
1749828850.132307,10.6.13.3,10.6.13.133,Raw,88.0,52441.0,PA,194
1749828850.132309,10.6.13.133,10.6.13.3,Padding,52441.0,88.0,A,60
1749828850.132310,10.6.13.133,10.6.13.3,Padding,52441.0,88.0,FA,60
1749828850.132311,10.6.13.3,10.6.13.133,Padding,88.0,52441.0,A,60
1749828850.132421,10.6.13.3,10.6.13.133,Padding,88.0,52441.0,RA,60
1749828850.133019,10.6.13.133,10.6.13.3,Raw,52436.0,445.0,A,1514
1749828850.133021,10.6.13.133,10.6.13.3,Raw,52436.0,445.0,A,1514
1749828850.133023,10.6.13.133,10.6.13.3,Raw,52436.0,445.0,PA,710
1749828850.133156,10.6.13.3,10.6.13.133,Raw,49669.0,52438.0,PA,339
1749828850.133157,10.6.13.3,10.6.13.133,Padding,445.0,52436.0,A,60
1749828850.133357,10.6.13.133,10.6.13.3,Raw,52438.0,49669.0,PA,274
1749828850.133983,10.6.13.3,10.6.13.133,Raw,49669.0,52438.0,PA,159
1749828850.134208,10.6.13.133,10.6.13.3,Raw,52438.0,49669.0,PA,322
1749828850.134681,10.6.13.3,10.6.13.133,Raw,49669.0,52438.0,PA,258
1749828850.134977,10.6.13.133,10.6.13.3,Raw,52438.0,49669.0,PA,322
1749828850.134978,10.6.13.3,10.6.13.133,SMB2 Session Setup Response,445.0,52436.0,PA,315
1749828850.135537,10.6.13.133,10.6.13.3,SMB2 TREE_CONNECT Request,52436.0,445.0,PA,208
1749828850.135539,10.6.13.3,10.6.13.133,Raw,49669.0,52438.0,PA,434
1749828850.135712,10.6.13.3,10.6.13.133,SMB2 TREE_CONNECT Response,445.0,52436.0,PA,138
1749828850.135713,10.6.13.133,10.6.13.3,SMB2 IOCTL Request,52436.0,445.0,PA,178
1749828850.135974,10.6.13.133,10.6.13.3,Raw,52438.0,49669.0,PA,322
1749828850.135975,10.6.13.133,10.6.13.3,SMB2 CREATE Request,52436.0,445.0,PA,186
1749828850.136068,10.6.13.3,10.6.13.133,Padding,445.0,52436.0,A,60
1749828850.136104,10.6.13.3,10.6.13.133,SMB2 IOCTL Response,445.0,52436.0,PA,322
1749828850.136358,10.6.13.3,10.6.13.133,SMB2 CREATE Response,445.0,52436.0,PA,210
1749828850.136360,10.6.13.133,10.6.13.3,Padding,52436.0,445.0,A,60
1749828850.136509,10.6.13.3,10.6.13.133,Raw,49669.0,52438.0,PA,418
1749828850.136795,10.6.13.133,10.6.13.3,Raw,52438.0,49669.0,PA,194
1749828850.136854,10.6.13.3,10.6.13.133,Raw,49669.0,52438.0,PA,194
1749828850.136892,10.6.13.133,10.6.13.3,SMB2 QUERY INFO Request,52436.0,445.0,PA,162
1749828850.137070,10.6.13.3,10.6.13.133,SMB2 QUERY INFO Response,445.0,52436.0,PA,154
1749828850.137252,10.6.13.133,10.6.13.3,SMB2 WRITE Request,52436.0,445.0,PA,330
1749828850.137254,10.6.13.3,10.6.13.133,SMB2 WRITE Response,445.0,52436.0,PA,138
1749828850.137453,10.6.13.133,10.6.13.3,Raw,52436.0,445.0,PA,171
1749828850.137612,10.6.13.3,10.6.13.133,SMB2 READ Response,445.0,52436.0,PA,254
1749828850.137629,10.6.13.133,10.6.13.3,SMB2 IOCTL Request,52436.0,445.0,PA,326
1749828850.138030,10.6.13.3,10.6.13.133,SMB2 IOCTL Response,445.0,52436.0,PA,234
1749828850.138225,10.6.13.133,10.6.13.3,SMB2 IOCTL Request,52436.0,445.0,PA,230
1749828850.138471,10.6.13.3,10.6.13.133,SMB2 IOCTL Response,445.0,52436.0,PA,378
1749828850.138659,10.6.13.133,10.6.13.3,SMB2 IOCTL Request,52436.0,445.0,PA,290
1749828850.138908,10.6.13.3,10.6.13.133,SMB2 IOCTL Response,445.0,52436.0,PA,238
1749828850.139134,10.6.13.133,10.6.13.3,SMB2 IOCTL Request,52436.0,445.0,PA,258
1749828850.139385,10.6.13.3,10.6.13.133,SMB2 IOCTL Response,445.0,52436.0,PA,218
1749828850.139585,10.6.13.133,10.6.13.3,SMB2 IOCTL Request,52436.0,445.0,PA,246
1749828850.139859,10.6.13.3,10.6.13.133,SMB2 IOCTL Response,445.0,52436.0,PA,218
1749828850.140083,10.6.13.133,10.6.13.3,SMB2 IOCTL Request,52436.0,445.0,PA,304
1749828850.140358,10.6.13.3,10.6.13.133,SMB2 IOCTL Response,445.0,52436.0,PA,258
1749828850.140597,10.6.13.133,10.6.13.3,SMB2 IOCTL Request,52436.0,445.0,PA,230
1749828850.140913,10.6.13.3,10.6.13.133,SMB2 IOCTL Response,445.0,52436.0,PA,218
1749828850.141162,10.6.13.133,10.6.13.3,SMB2 IOCTL Request,52436.0,445.0,PA,226
1749828850.141586,10.6.13.3,10.6.13.133,SMB2 IOCTL Response,445.0,52436.0,PA,862
1749828850.141838,10.6.13.133,10.6.13.3,SMB2 IOCTL Request,52436.0,445.0,PA,226
1749828850.142182,10.6.13.3,10.6.13.133,SMB2 IOCTL Response,445.0,52436.0,PA,418
1749828850.142398,10.6.13.133,10.6.13.3,SMB2 IOCTL Request,52436.0,445.0,PA,222
